date,state,district,pincode,bio_age_5_17,bio_age_17_
28-05-2025,Kerala,Kozhikode,673020,1,4
30-05-2025,Kerala,Kozhikode,673302,0,1
25-05-2025,Kerala,Kozhikode,673507,0,1
25-05-2025,Kerala,Kozhikode,673661,0,1
05-08-2025,Kerala,Kozhikode,673003,3,9
05-08-2025,Kerala,Kozhikode,673008,2,12
05-08-2025,Kerala,Kozhikode,673011,0,6
05-08-2025,Kerala,Kozhikode,673016,1,2
05-08-2025,Kerala,Kozhikode,673017,1,2
05-08-2025,Kerala,Kozhikode,673020,3,1
05-08-2025,Kerala,Kozhikode,673103,1,7
05-08-2025,Kerala,Kozhikode,673317,0,2
05-08-2025,Kerala,Kozhikode,673508,3,7
05-08-2025,Kerala,Kozhikode,673509,0,3
05-08-2025,Kerala,Kozhikode,673517,5,0
05-08-2025,Kerala,Kozhikode,673526,0,2
05-08-2025,Kerala,Kozhikode,673542,5,10
05-08-2025,Kerala,Kozhikode,673571,8,17
05-08-2025,Kerala,Kozhikode,673586,1,22
05-08-2025,Kerala,Kozhikode,673611,3,12
05-08-2025,Kerala,Kozhikode,673613,0,4
04-08-2025,Kerala,Kozhikode,673001,0,5
04-08-2025,Kerala,Kozhikode,673012,2,6
04-08-2025,Kerala,Kozhikode,673017,4,3
04-08-2025,Kerala,Kozhikode,673018,1,0
04-08-2025,Kerala,Kozhikode,673027,1,6
04-08-2025,Kerala,Kozhikode,673304,0,3
04-08-2025,Kerala,Kozhikode,673315,4,7
04-08-2025,Kerala,Kozhikode,673503,1,4
04-08-2025,Kerala,Kozhikode,673504,3,4
04-08-2025,Kerala,Kozhikode,673521,2,2
04-08-2025,Kerala,Kozhikode,673573,4,20
04-08-2025,Kerala,Kozhikode,673655,3,8
06-08-2025,Kerala,Kozhikode,673003,1,12
06-08-2025,Kerala,Kozhikode,673016,2,6
06-08-2025,Kerala,Kozhikode,673027,4,8
06-08-2025,Kerala,Kozhikode,673106,1,7
06-08-2025,Kerala,Kozhikode,673301,0,7
06-08-2025,Kerala,Kozhikode,673303,4,9
06-08-2025,Kerala,Kozhikode,673328,1,3
06-08-2025,Kerala,Kozhikode,673504,0,4
06-08-2025,Kerala,Kozhikode,673517,3,3
06-08-2025,Kerala,Kozhikode,673521,2,10
06-08-2025,Kerala,Kozhikode,673525,3,9
06-08-2025,Kerala,Kozhikode,673572,12,26
06-08-2025,Kerala,Kozhikode,673573,5,8
06-08-2025,Kerala,Kozhikode,673574,5,31
06-08-2025,Kerala,Kozhikode,673602,5,16
06-08-2025,Kerala,Kozhikode,673612,3,71
06-08-2025,Kerala,Kozhikode,673615,0,3
06-08-2025,Kerala,Kozhikode,673632,4,4
06-08-2025,Kerala,Kozhikode,673633,1,4
06-08-2025,Kerala,Kozhikode,673655,0,9
12-08-2025,Kerala,Kozhikode,673011,1,4
12-08-2025,Kerala,Kozhikode,673301,2,7
12-08-2025,Kerala,Kozhikode,673309,2,3
12-08-2025,Kerala,Kozhikode,673328,0,2
12-08-2025,Kerala,Kozhikode,673502,1,3
12-08-2025,Kerala,Kozhikode,673504,1,4
12-08-2025,Kerala,Kozhikode,673522,1,1
12-08-2025,Kerala,Kozhikode,673525,5,11
12-08-2025,Kerala,Kozhikode,673527,3,1
12-08-2025,Kerala,Kozhikode,673604,3,6
12-08-2025,Kerala,Kozhikode,673612,2,58
12-08-2025,Kerala,Kozhikode,673613,0,10
12-08-2025,Kerala,Kozhikode,673614,7,14
12-08-2025,Kerala,Kozhikode,673615,2,0
12-08-2025,Kerala,Kozhikode,673616,1,3
12-08-2025,Kerala,Kozhikode,673620,5,8
08-08-2025,Kerala,Kozhikode,673002,1,3
08-08-2025,Kerala,Kozhikode,673007,4,10
08-08-2025,Kerala,Kozhikode,673009,0,2
08-08-2025,Kerala,Kozhikode,673016,3,11
08-08-2025,Kerala,Kozhikode,673301,1,6
08-08-2025,Kerala,Kozhikode,673315,2,5
08-08-2025,Kerala,Kozhikode,673508,1,11
08-08-2025,Kerala,Kozhikode,673541,2,8
08-08-2025,Kerala,Kozhikode,673582,5,11
08-08-2025,Kerala,Kozhikode,673586,4,22
08-08-2025,Kerala,Kozhikode,673602,11,19
08-08-2025,Kerala,Kozhikode,673604,2,5
08-08-2025,Kerala,Kozhikode,673655,1,6
09-08-2025,Kerala,Kozhikode,673001,2,1
09-08-2025,Kerala,Kozhikode,673004,2,5
09-08-2025,Kerala,Kozhikode,673005,7,8
09-08-2025,Kerala,Kozhikode,673012,17,5
09-08-2025,Kerala,Kozhikode,673015,4,2
09-08-2025,Kerala,Kozhikode,673018,0,3
09-08-2025,Kerala,Kozhikode,673020,2,1
09-08-2025,Kerala,Kozhikode,673301,2,13
09-08-2025,Kerala,Kozhikode,673305,5,1
09-08-2025,Kerala,Kozhikode,673306,6,5
09-08-2025,Kerala,Kozhikode,673315,3,3
09-08-2025,Kerala,Kozhikode,673517,10,4
09-08-2025,Kerala,Kozhikode,673527,1,0
09-08-2025,Kerala,Kozhikode,673580,13,3
09-08-2025,Kerala,Kozhikode,673585,10,5
09-08-2025,Kerala,Kozhikode,673613,5,2
09-08-2025,Kerala,Kozhikode,673616,3,3
07-08-2025,Kerala,Kozhikode,673001,1,4
07-08-2025,Kerala,Kozhikode,673015,1,1
07-08-2025,Kerala,Kozhikode,673019,4,9
07-08-2025,Kerala,Kozhikode,673101,0,2
07-08-2025,Kerala,Kozhikode,673102,1,4
07-08-2025,Kerala,Kozhikode,673302,2,1
07-08-2025,Kerala,Kozhikode,673308,1,6
07-08-2025,Kerala,Kozhikode,673309,0,1
07-08-2025,Kerala,Kozhikode,673315,0,10
07-08-2025,Kerala,Kozhikode,673502,0,5
07-08-2025,Kerala,Kozhikode,673509,0,3
07-08-2025,Kerala,Kozhikode,673523,0,2
07-08-2025,Kerala,Kozhikode,673525,5,12
07-08-2025,Kerala,Kozhikode,673542,2,15
07-08-2025,Kerala,Kozhikode,673573,2,11
07-08-2025,Kerala,Kozhikode,673603,0,5
07-08-2025,Kerala,Kozhikode,673632,2,5
07-08-2025,Kerala,Kozhikode,673639,0,1
13-08-2025,Kerala,Kozhikode,673001,0,1
13-08-2025,Kerala,Kozhikode,673005,0,7
13-08-2025,Kerala,Kozhikode,673006,1,1
13-08-2025,Kerala,Kozhikode,673018,1,2
13-08-2025,Kerala,Kozhikode,673029,1,2
13-08-2025,Kerala,Kozhikode,673103,2,6
13-08-2025,Kerala,Kozhikode,673304,0,2
13-08-2025,Kerala,Kozhikode,673504,0,3
13-08-2025,Kerala,Kozhikode,673506,6,5
13-08-2025,Kerala,Kozhikode,673517,2,1
13-08-2025,Kerala,Kozhikode,673525,3,16
13-08-2025,Kerala,Kozhikode,673526,1,1
13-08-2025,Kerala,Kozhikode,673585,5,19
13-08-2025,Kerala,Kozhikode,673613,3,6
13-08-2025,Kerala,Kozhikode,673620,5,7
29-07-2025,Kerala,Kozhikode,673009,0,1
29-07-2025,Kerala,Kozhikode,673027,2,5
29-07-2025,Kerala,Kozhikode,673101,0,1
29-07-2025,Kerala,Kozhikode,673103,0,10
29-07-2025,Kerala,Kozhikode,673105,2,9
29-07-2025,Kerala,Kozhikode,673306,2,2
29-07-2025,Kerala,Kozhikode,673323,0,1
29-07-2025,Kerala,Kozhikode,673509,0,1
29-07-2025,Kerala,Kozhikode,673517,1,1
29-07-2025,Kerala,Kozhikode,673523,1,5
29-07-2025,Kerala,Kozhikode,673524,3,12
29-07-2025,Kerala,Kozhikode,673527,2,4
29-07-2025,Kerala,Kozhikode,673528,1,3
29-07-2025,Kerala,Kozhikode,673541,0,3
29-07-2025,Kerala,Kozhikode,673542,4,4
29-07-2025,Kerala,Kozhikode,673572,8,32
29-07-2025,Kerala,Kozhikode,673582,6,12
29-07-2025,Kerala,Kozhikode,673585,6,8
29-07-2025,Kerala,Kozhikode,673586,0,35
29-07-2025,Kerala,Kozhikode,673612,1,49
29-07-2025,Kerala,Kozhikode,673631,1,18
01-08-2025,Kerala,Kozhikode,673010,1,5
01-08-2025,Kerala,Kozhikode,673016,1,7
01-08-2025,Kerala,Kozhikode,673029,1,4
01-08-2025,Kerala,Kozhikode,673106,1,4
01-08-2025,Kerala,Kozhikode,673309,0,1
01-08-2025,Kerala,Kozhikode,673574,3,24
01-08-2025,Kerala,Kozhikode,673582,1,10
01-08-2025,Kerala,Kozhikode,673603,1,5
01-08-2025,Kerala,Kozhikode,673613,1,7
01-08-2025,Kerala,Kozhikode,673620,2,6
01-08-2025,Kerala,Kozhikode,673631,7,17
01-08-2025,Kerala,Kozhikode,673655,3,2
02-08-2025,Kerala,Kozhikode,673003,9,14
02-08-2025,Kerala,Kozhikode,673006,2,1
02-08-2025,Kerala,Kozhikode,673102,3,0
02-08-2025,Kerala,Kozhikode,673103,2,9
02-08-2025,Kerala,Kozhikode,673304,4,3
02-08-2025,Kerala,Kozhikode,673306,5,0
02-08-2025,Kerala,Kozhikode,673315,7,2
02-08-2025,Kerala,Kozhikode,673317,5,1
02-08-2025,Kerala,Kozhikode,673501,1,1
02-08-2025,Kerala,Kozhikode,673503,3,3
02-08-2025,Kerala,Kozhikode,673509,2,1
02-08-2025,Kerala,Kozhikode,673513,10,1
02-08-2025,Kerala,Kozhikode,673517,6,2
02-08-2025,Kerala,Kozhikode,673527,3,0
02-08-2025,Kerala,Kozhikode,673611,14,9
02-08-2025,Kerala,Kozhikode,673612,14,25
02-08-2025,Kerala,Kozhikode,673613,11,8
02-08-2025,Kerala,Kozhikode,673632,5,4
30-07-2025,Kerala,Kozhikode,673005,1,4
30-07-2025,Kerala,Kozhikode,673301,0,12
30-07-2025,Kerala,Kozhikode,673302,2,1
30-07-2025,Kerala,Kozhikode,673307,1,11
30-07-2025,Kerala,Kozhikode,673308,1,5
30-07-2025,Kerala,Kozhikode,673501,1,5
30-07-2025,Kerala,Kozhikode,673502,0,4
30-07-2025,Kerala,Kozhikode,673505,1,1
30-07-2025,Kerala,Kozhikode,673513,2,5
30-07-2025,Kerala,Kozhikode,673529,3,0
30-07-2025,Kerala,Kozhikode,673602,0,18
30-07-2025,Kerala,Kozhikode,673604,0,7
30-07-2025,Kerala,Kozhikode,673611,5,12
30-07-2025,Kerala,Kozhikode,673633,5,5
31-07-2025,Kerala,Kozhikode,673003,8,21
31-07-2025,Kerala,Kozhikode,673005,8,4
31-07-2025,Kerala,Kozhikode,673008,6,11
31-07-2025,Kerala,Kozhikode,673009,0,3
31-07-2025,Kerala,Kozhikode,673028,0,5
31-07-2025,Kerala,Kozhikode,673101,4,3
31-07-2025,Kerala,Kozhikode,673103,2,6
31-07-2025,Kerala,Kozhikode,673105,18,13
31-07-2025,Kerala,Kozhikode,673315,1,11
31-07-2025,Kerala,Kozhikode,673506,0,3
31-07-2025,Kerala,Kozhikode,673508,4,10
31-07-2025,Kerala,Kozhikode,673524,7,23
31-07-2025,Kerala,Kozhikode,673528,2,6
31-07-2025,Kerala,Kozhikode,673541,5,8
31-07-2025,Kerala,Kozhikode,673571,8,29
31-07-2025,Kerala,Kozhikode,673573,3,13
31-07-2025,Kerala,Kozhikode,673580,0,6
31-07-2025,Kerala,Kozhikode,673603,1,6
31-07-2025,Kerala,Kozhikode,673631,3,16
31-07-2025,Kerala,Kozhikode,673639,1,0
11-08-2025,Kerala,Kozhikode,673003,2,15
11-08-2025,Kerala,Kozhikode,673006,2,1
11-08-2025,Kerala,Kozhikode,673019,1,24
11-08-2025,Kerala,Kozhikode,673027,4,6
11-08-2025,Kerala,Kozhikode,673032,1,2
11-08-2025,Kerala,Kozhikode,673302,1,1
11-08-2025,Kerala,Kozhikode,673304,1,1
11-08-2025,Kerala,Kozhikode,673306,0,6
11-08-2025,Kerala,Kozhikode,673309,0,3
11-08-2025,Kerala,Kozhikode,673502,1,0
11-08-2025,Kerala,Kozhikode,673507,3,33
11-08-2025,Kerala,Kozhikode,673508,2,11
11-08-2025,Kerala,Kozhikode,673509,2,1
11-08-2025,Kerala,Kozhikode,673522,5,5
11-08-2025,Kerala,Kozhikode,673526,0,3
11-08-2025,Kerala,Kozhikode,673541,1,12
11-08-2025,Kerala,Kozhikode,673571,6,32
11-08-2025,Kerala,Kozhikode,673580,0,4
11-08-2025,Kerala,Kozhikode,673585,2,10
11-08-2025,Kerala,Kozhikode,673586,8,25
11-08-2025,Kerala,Kozhikode,673613,2,7
11-08-2025,Kerala,Kozhikode,673632,1,4
23-08-2025,Kerala,Kozhikode,673006,0,1
23-08-2025,Kerala,Kozhikode,673007,5,3
23-08-2025,Kerala,Kozhikode,673011,2,2
23-08-2025,Kerala,Kozhikode,673015,1,4
23-08-2025,Kerala,Kozhikode,673017,6,4
23-08-2025,Kerala,Kozhikode,673021,3,0
23-08-2025,Kerala,Kozhikode,673027,5,8
23-08-2025,Kerala,Kozhikode,673029,1,4
23-08-2025,Kerala,Kozhikode,673307,4,4
23-08-2025,Kerala,Kozhikode,673503,3,9
23-08-2025,Kerala,Kozhikode,673513,3,4
23-08-2025,Kerala,Kozhikode,673517,3,3
23-08-2025,Kerala,Kozhikode,673522,13,4
23-08-2025,Kerala,Kozhikode,673527,5,2
23-08-2025,Kerala,Kozhikode,673582,16,1
23-08-2025,Kerala,Kozhikode,673601,6,4
23-08-2025,Kerala,Kozhikode,673613,10,7
23-08-2025,Kerala,Kozhikode,673614,10,16
23-08-2025,Kerala,Kozhikode,673620,7,5
23-08-2025,Kerala,Kozhikode,673655,4,5
23-08-2025,Kerala,Kozhikode,673661,10,15
15-08-2025,Kerala,Kozhikode,673019,2,0
15-08-2025,Kerala,Kozhikode,673506,1,1
15-08-2025,Kerala,Kozhikode,673572,1,2
15-08-2025,Kerala,Kozhikode,673633,0,3
17-08-2025,Kerala,Kozhikode,673308,0,1
16-08-2025,Kerala,Kozhikode,673002,3,2
16-08-2025,Kerala,Kozhikode,673007,3,3
16-08-2025,Kerala,Kozhikode,673008,7,9
16-08-2025,Kerala,Kozhikode,673010,11,9
16-08-2025,Kerala,Kozhikode,673014,6,0
16-08-2025,Kerala,Kozhikode,673016,4,7
16-08-2025,Kerala,Kozhikode,673020,0,2
16-08-2025,Kerala,Kozhikode,673029,3,4
16-08-2025,Kerala,Kozhikode,673102,6,10
16-08-2025,Kerala,Kozhikode,673301,7,7
16-08-2025,Kerala,Kozhikode,673303,5,11
16-08-2025,Kerala,Kozhikode,673501,0,2
16-08-2025,Kerala,Kozhikode,673502,3,1
16-08-2025,Kerala,Kozhikode,673508,15,5
16-08-2025,Kerala,Kozhikode,673522,8,9
16-08-2025,Kerala,Kozhikode,673523,6,4
16-08-2025,Kerala,Kozhikode,673526,4,2
16-08-2025,Kerala,Kozhikode,673541,8,10
16-08-2025,Kerala,Kozhikode,673613,1,8
16-08-2025,Kerala,Kozhikode,673616,9,1
16-08-2025,Kerala,Kozhikode,673661,15,9
14-08-2025,Kerala,Kozhikode,673008,2,7
14-08-2025,Kerala,Kozhikode,673016,0,7
14-08-2025,Kerala,Kozhikode,673019,10,22
14-08-2025,Kerala,Kozhikode,673029,2,3
14-08-2025,Kerala,Kozhikode,673308,1,3
14-08-2025,Kerala,Kozhikode,673328,1,2
14-08-2025,Kerala,Kozhikode,673501,1,5
14-08-2025,Kerala,Kozhikode,673508,2,10
14-08-2025,Kerala,Kozhikode,673522,2,1
14-08-2025,Kerala,Kozhikode,673523,1,5
14-08-2025,Kerala,Kozhikode,673525,3,10
14-08-2025,Kerala,Kozhikode,673529,3,8
14-08-2025,Kerala,Kozhikode,673572,7,19
14-08-2025,Kerala,Kozhikode,673573,6,15
14-08-2025,Kerala,Kozhikode,673602,6,21
14-08-2025,Kerala,Kozhikode,673620,3,8
19-08-2025,Kerala,Kozhikode,673001,4,1
19-08-2025,Kerala,Kozhikode,673005,1,2
19-08-2025,Kerala,Kozhikode,673006,0,1
19-08-2025,Kerala,Kozhikode,673009,0,1
19-08-2025,Kerala,Kozhikode,673015,3,3
19-08-2025,Kerala,Kozhikode,673016,2,6
19-08-2025,Kerala,Kozhikode,673028,2,6
19-08-2025,Kerala,Kozhikode,673105,1,8
19-08-2025,Kerala,Kozhikode,673301,1,8
19-08-2025,Kerala,Kozhikode,673302,0,3
19-08-2025,Kerala,Kozhikode,673304,3,6
19-08-2025,Kerala,Kozhikode,673317,0,3
19-08-2025,Kerala,Kozhikode,673501,0,5
19-08-2025,Kerala,Kozhikode,673502,3,3
19-08-2025,Kerala,Kozhikode,673505,1,2
19-08-2025,Kerala,Kozhikode,673521,0,4
19-08-2025,Kerala,Kozhikode,673524,4,17
19-08-2025,Kerala,Kozhikode,673529,1,4
19-08-2025,Kerala,Kozhikode,673542,0,7
19-08-2025,Kerala,Kozhikode,673580,4,3
19-08-2025,Kerala,Kozhikode,673585,5,12
19-08-2025,Kerala,Kozhikode,673601,2,7
19-08-2025,Kerala,Kozhikode,673616,1,7
19-08-2025,Kerala,Kozhikode,673632,1,1
18-08-2025,Kerala,Kozhikode,673008,2,5
18-08-2025,Kerala,Kozhikode,673010,4,1
18-08-2025,Kerala,Kozhikode,673019,4,7
18-08-2025,Kerala,Kozhikode,673021,4,3
18-08-2025,Kerala,Kozhikode,673101,0,2
18-08-2025,Kerala,Kozhikode,673105,2,6
18-08-2025,Kerala,Kozhikode,673315,1,5
18-08-2025,Kerala,Kozhikode,673317,3,2
18-08-2025,Kerala,Kozhikode,673501,0,1
18-08-2025,Kerala,Kozhikode,673504,1,9
18-08-2025,Kerala,Kozhikode,673513,1,6
18-08-2025,Kerala,Kozhikode,673541,4,6
18-08-2025,Kerala,Kozhikode,673572,11,35
18-08-2025,Kerala,Kozhikode,673580,0,2
18-08-2025,Kerala,Kozhikode,673586,4,20
18-08-2025,Kerala,Kozhikode,673601,1,5
18-08-2025,Kerala,Kozhikode,673611,2,7
18-08-2025,Kerala,Kozhikode,673632,2,7
18-08-2025,Kerala,Kozhikode,673655,3,8
20-08-2025,Kerala,Kozhikode,673002,1,2
20-08-2025,Kerala,Kozhikode,673004,1,6
20-08-2025,Kerala,Kozhikode,673005,1,4
20-08-2025,Kerala,Kozhikode,673021,2,1
20-08-2025,Kerala,Kozhikode,673102,1,3
20-08-2025,Kerala,Kozhikode,673304,2,7
20-08-2025,Kerala,Kozhikode,673309,2,2
20-08-2025,Kerala,Kozhikode,673502,0,2
20-08-2025,Kerala,Kozhikode,673504,0,6
20-08-2025,Kerala,Kozhikode,673585,9,11
20-08-2025,Kerala,Kozhikode,673614,6,12
20-08-2025,Kerala,Kozhikode,673632,0,3
20-08-2025,Kerala,Kozhikode,673633,2,3
22-08-2025,Kerala,Kozhikode,673010,4,8
22-08-2025,Kerala,Kozhikode,673019,2,7
22-08-2025,Kerala,Kozhikode,673105,1,8
22-08-2025,Kerala,Kozhikode,673307,0,6
22-08-2025,Kerala,Kozhikode,673317,0,3
22-08-2025,Kerala,Kozhikode,673502,0,2
22-08-2025,Kerala,Kozhikode,673517,0,2
22-08-2025,Kerala,Kozhikode,673525,4,9
22-08-2025,Kerala,Kozhikode,673571,7,11
22-08-2025,Kerala,Kozhikode,673573,4,15
22-08-2025,Kerala,Kozhikode,673574,4,12
22-08-2025,Kerala,Kozhikode,673603,0,5
22-08-2025,Kerala,Kozhikode,673613,4,12
22-08-2025,Kerala,Kozhikode,673614,6,16
22-08-2025,Kerala,Kozhikode,673620,5,10
21-08-2025,Kerala,Kozhikode,673012,0,8
21-08-2025,Kerala,Kozhikode,673014,3,2
21-08-2025,Kerala,Kozhikode,673017,1,5
21-08-2025,Kerala,Kozhikode,673305,1,3
21-08-2025,Kerala,Kozhikode,673309,0,3
21-08-2025,Kerala,Kozhikode,673501,1,3
21-08-2025,Kerala,Kozhikode,673506,1,6
21-08-2025,Kerala,Kozhikode,673509,0,2
21-08-2025,Kerala,Kozhikode,673521,2,6
21-08-2025,Kerala,Kozhikode,673571,9,22
21-08-2025,Kerala,Kozhikode,673574,3,23
21-08-2025,Kerala,Kozhikode,673612,5,43
21-08-2025,Kerala,Kozhikode,673615,1,0
21-08-2025,Kerala,Kozhikode,673632,1,2
25-08-2025,Kerala,Kozhikode,673005,0,3
25-08-2025,Kerala,Kozhikode,673007,1,5
25-08-2025,Kerala,Kozhikode,673016,1,6
25-08-2025,Kerala,Kozhikode,673018,1,0
25-08-2025,Kerala,Kozhikode,673027,1,2
25-08-2025,Kerala,Kozhikode,673302,4,1
25-08-2025,Kerala,Kozhikode,673303,2,4
25-08-2025,Kerala,Kozhikode,673307,3,3
25-08-2025,Kerala,Kozhikode,673317,0,3
25-08-2025,Kerala,Kozhikode,673502,1,2
25-08-2025,Kerala,Kozhikode,673506,5,12
25-08-2025,Kerala,Kozhikode,673517,5,3
25-08-2025,Kerala,Kozhikode,673521,2,3
25-08-2025,Kerala,Kozhikode,673529,3,2
25-08-2025,Kerala,Kozhikode,673541,1,3
25-08-2025,Kerala,Kozhikode,673585,8,5
25-08-2025,Kerala,Kozhikode,673601,1,2
25-08-2025,Kerala,Kozhikode,673613,3,7
05-06-2025,Kerala,Kozhikode,673004,4,2
05-06-2025,Kerala,Kozhikode,673008,4,11
05-06-2025,Kerala,Kozhikode,673014,1,2
05-06-2025,Kerala,Kozhikode,673017,1,0
05-06-2025,Kerala,Kozhikode,673021,1,3
05-06-2025,Kerala,Kozhikode,673027,2,6
05-06-2025,Kerala,Kozhikode,673102,1,5
05-06-2025,Kerala,Kozhikode,673301,7,6
05-06-2025,Kerala,Kozhikode,673304,0,3
05-06-2025,Kerala,Kozhikode,673305,3,0
05-06-2025,Kerala,Kozhikode,673317,0,4
05-06-2025,Kerala,Kozhikode,673508,4,5
05-06-2025,Kerala,Kozhikode,673517,3,1
05-06-2025,Kerala,Kozhikode,673525,6,13
05-06-2025,Kerala,Kozhikode,673527,1,4
05-06-2025,Kerala,Kozhikode,673585,3,10
05-06-2025,Kerala,Kozhikode,673620,6,14
06-06-2025,Kerala,Kozhikode,673001,2,3
06-06-2025,Kerala,Kozhikode,673004,1,2
06-06-2025,Kerala,Kozhikode,673010,5,10
06-06-2025,Kerala,Kozhikode,673017,3,8
06-06-2025,Kerala,Kozhikode,673028,3,3
06-06-2025,Kerala,Kozhikode,673309,0,1
06-06-2025,Kerala,Kozhikode,673315,5,8
06-06-2025,Kerala,Kozhikode,673317,6,7
06-06-2025,Kerala,Kozhikode,673508,4,3
06-06-2025,Kerala,Kozhikode,673517,2,2
06-06-2025,Kerala,Kozhikode,673528,3,9
06-06-2025,Kerala,Kozhikode,673541,2,7
06-06-2025,Kerala,Kozhikode,673571,7,11
06-06-2025,Kerala,Kozhikode,673574,6,18
06-06-2025,Kerala,Kozhikode,673582,5,6
06-06-2025,Kerala,Kozhikode,673585,4,11
06-06-2025,Kerala,Kozhikode,673613,6,6
06-06-2025,Kerala,Kozhikode,673633,4,1
06-06-2025,Kerala,Kozhikode,673661,4,4
04-06-2025,Kerala,Kozhikode,673003,0,8
04-06-2025,Kerala,Kozhikode,673011,2,2
04-06-2025,Kerala,Kozhikode,673012,1,3
04-06-2025,Kerala,Kozhikode,673016,4,3
04-06-2025,Kerala,Kozhikode,673018,3,3
04-06-2025,Kerala,Kozhikode,673032,1,1
04-06-2025,Kerala,Kozhikode,673103,0,1
04-06-2025,Kerala,Kozhikode,673307,4,1
04-06-2025,Kerala,Kozhikode,673323,0,1
04-06-2025,Kerala,Kozhikode,673509,2,2
04-06-2025,Kerala,Kozhikode,673524,1,13
04-06-2025,Kerala,Kozhikode,673580,1,1
04-06-2025,Kerala,Kozhikode,673582,5,4
04-06-2025,Kerala,Kozhikode,673585,11,6
04-06-2025,Kerala,Kozhikode,673604,1,2
04-06-2025,Kerala,Kozhikode,673620,3,4
30-05-2025,Kerala,Kozhikode,673004,0,1
30-05-2025,Kerala,Kozhikode,673005,4,1
30-05-2025,Kerala,Kozhikode,673007,3,7
30-05-2025,Kerala,Kozhikode,673011,4,0
30-05-2025,Kerala,Kozhikode,673014,2,1
30-05-2025,Kerala,Kozhikode,673019,3,10
30-05-2025,Kerala,Kozhikode,673032,0,3
30-05-2025,Kerala,Kozhikode,673106,2,2
30-05-2025,Kerala,Kozhikode,673306,0,4
30-05-2025,Kerala,Kozhikode,673315,5,7
30-05-2025,Kerala,Kozhikode,673328,1,2
30-05-2025,Kerala,Kozhikode,673506,4,8
30-05-2025,Kerala,Kozhikode,673508,3,7
30-05-2025,Kerala,Kozhikode,673522,8,4
30-05-2025,Kerala,Kozhikode,673527,3,0
30-05-2025,Kerala,Kozhikode,673573,10,11
30-05-2025,Kerala,Kozhikode,673574,12,9
30-05-2025,Kerala,Kozhikode,673580,5,4
30-05-2025,Kerala,Kozhikode,673586,10,1
30-05-2025,Kerala,Kozhikode,673602,8,13
30-05-2025,Kerala,Kozhikode,673603,7,3
11-06-2025,Kerala,Kozhikode,673002,0,1
11-06-2025,Kerala,Kozhikode,673003,6,11
11-06-2025,Kerala,Kozhikode,673007,0,2
11-06-2025,Kerala,Kozhikode,673008,4,6
11-06-2025,Kerala,Kozhikode,673009,0,3
11-06-2025,Kerala,Kozhikode,673016,2,4
11-06-2025,Kerala,Kozhikode,673032,0,1
11-06-2025,Kerala,Kozhikode,673106,1,3
11-06-2025,Kerala,Kozhikode,673304,3,1
11-06-2025,Kerala,Kozhikode,673503,0,1
11-06-2025,Kerala,Kozhikode,673526,0,1
11-06-2025,Kerala,Kozhikode,673574,4,10
11-06-2025,Kerala,Kozhikode,673604,3,3
07-06-2025,Kerala,Kozhikode,673010,0,2
07-06-2025,Kerala,Kozhikode,673506,0,1
07-06-2025,Kerala,Kozhikode,673521,1,0
07-06-2025,Kerala,Kozhikode,673524,0,1
07-06-2025,Kerala,Kozhikode,673631,0,1
10-06-2025,Kerala,Kozhikode,673001,0,1
10-06-2025,Kerala,Kozhikode,673005,4,1
10-06-2025,Kerala,Kozhikode,673007,3,4
10-06-2025,Kerala,Kozhikode,673008,8,14
10-06-2025,Kerala,Kozhikode,673012,1,6
10-06-2025,Kerala,Kozhikode,673021,1,4
10-06-2025,Kerala,Kozhikode,673305,3,3
10-06-2025,Kerala,Kozhikode,673307,2,6
10-06-2025,Kerala,Kozhikode,673309,1,2
10-06-2025,Kerala,Kozhikode,673502,0,3
10-06-2025,Kerala,Kozhikode,673513,4,0
10-06-2025,Kerala,Kozhikode,673521,3,8
10-06-2025,Kerala,Kozhikode,673522,3,9
10-06-2025,Kerala,Kozhikode,673523,4,9
10-06-2025,Kerala,Kozhikode,673528,3,6
10-06-2025,Kerala,Kozhikode,673573,9,20
10-06-2025,Kerala,Kozhikode,673574,3,10
10-06-2025,Kerala,Kozhikode,673603,3,7
10-06-2025,Kerala,Kozhikode,673613,2,12
10-06-2025,Kerala,Kozhikode,673620,4,12
09-06-2025,Kerala,Kozhikode,673003,4,6
09-06-2025,Kerala,Kozhikode,673011,4,1
09-06-2025,Kerala,Kozhikode,673027,2,6
09-06-2025,Kerala,Kozhikode,673029,2,1
09-06-2025,Kerala,Kozhikode,673032,0,1
09-06-2025,Kerala,Kozhikode,673104,10,12
09-06-2025,Kerala,Kozhikode,673105,2,11
09-06-2025,Kerala,Kozhikode,673304,4,4
09-06-2025,Kerala,Kozhikode,673308,1,6
09-06-2025,Kerala,Kozhikode,673310,0,1
09-06-2025,Kerala,Kozhikode,673315,2,8
09-06-2025,Kerala,Kozhikode,673328,3,1
09-06-2025,Kerala,Kozhikode,673522,2,2
09-06-2025,Kerala,Kozhikode,673523,1,4
09-06-2025,Kerala,Kozhikode,673631,13,13
09-06-2025,Kerala,Kozhikode,673661,5,9
12-06-2025,Kerala,Kozhikode,673010,4,8
12-06-2025,Kerala,Kozhikode,673011,4,3
12-06-2025,Kerala,Kozhikode,673015,6,4
12-06-2025,Kerala,Kozhikode,673019,3,13
12-06-2025,Kerala,Kozhikode,673029,0,1
