date,state,district,pincode,bio_age_5_17,bio_age_17_
02-06-2025,Kerala,Kozhikode,673328,2,3
22-06-2025,Kerala,Kozhikode,673613,0,1
17-06-2025,Kerala,Kozhikode,673615,1,1
18-10-2025,Kerala,Kozhikode,673006,0,2
18-10-2025,Kerala,Kozhikode,673009,4,2
18-10-2025,Kerala,Kozhikode,673010,8,7
18-10-2025,Kerala,Kozhikode,673011,1,1
18-10-2025,Kerala,Kozhikode,673021,2,2
18-10-2025,Kerala,Kozhikode,673302,1,1
18-10-2025,Kerala,Kozhikode,673305,2,2
18-10-2025,Kerala,Kozhikode,673306,4,5
18-10-2025,Kerala,Kozhikode,673307,8,11
18-10-2025,Kerala,Kozhikode,673504,4,7
18-10-2025,Kerala,Kozhikode,673517,5,5
18-10-2025,Kerala,Kozhikode,673523,11,6
18-10-2025,Kerala,Kozhikode,673524,8,18
18-10-2025,Kerala,Kozhikode,673541,5,7
18-10-2025,Kerala,Kozhikode,673542,15,15
18-10-2025,Kerala,Kozhikode,673574,10,11
18-10-2025,Kerala,Kozhikode,673611,7,5
18-10-2025,Kerala,Kozhikode,673614,5,17
18-10-2025,Kerala,Kozhikode,673615,0,2
18-10-2025,Kerala,Kozhikode,673631,10,23
18-10-2025,Kerala,Kozhikode,673633,2,6
20-10-2025,Kerala,Kozhikode,673004,0,1
20-10-2025,Kerala,Kozhikode,673008,3,3
20-10-2025,Kerala,Kozhikode,673017,2,0
20-10-2025,Kerala,Kozhikode,673304,3,0
20-10-2025,Kerala,Kozhikode,673315,1,0
20-10-2025,Kerala,Kozhikode,673317,1,0
20-10-2025,Kerala,Kozhikode,673504,0,1
20-10-2025,Kerala,Kozhikode,673527,1,0
20-10-2025,Kerala,Kozhikode,673580,0,1
20-10-2025,Kerala,Kozhikode,673620,1,3
20-10-2025,Kerala,Kozhikode,673631,1,3
20-10-2025,Kerala,Kozhikode,673661,2,2
21-10-2025,Kerala,Kozhikode,673005,1,5
21-10-2025,Kerala,Kozhikode,673007,1,5
21-10-2025,Kerala,Kozhikode,673011,1,3
21-10-2025,Kerala,Kozhikode,673020,0,4
21-10-2025,Kerala,Kozhikode,673101,2,1
21-10-2025,Kerala,Kozhikode,673303,3,1
21-10-2025,Kerala,Kozhikode,673323,0,2
21-10-2025,Kerala,Kozhikode,673506,0,10
21-10-2025,Kerala,Kozhikode,673513,0,3
21-10-2025,Kerala,Kozhikode,673524,4,15
21-10-2025,Kerala,Kozhikode,673526,0,3
21-10-2025,Kerala,Kozhikode,673571,5,15
21-10-2025,Kerala,Kozhikode,673580,0,4
21-10-2025,Kerala,Kozhikode,673586,1,11
21-10-2025,Kerala,Kozhikode,673632,0,4
21-10-2025,Kerala,Kozhikode,673633,2,8
18-06-2025,Kerala,Kozhikode,673009,0,2
18-06-2025,Kerala,Kozhikode,673502,0,3
18-06-2025,Kerala,Kozhikode,673517,0,4
13-06-2025,Kerala,Kozhikode,673101,0,2
06-06-2025,Kerala,Kozhikode,673020,0,3
09-06-2025,Kerala,Kozhikode,673004,0,2
21-05-2025,Kerala,Kozhikode,673639,0,1
22-05-2025,Kerala,Kozhikode,673310,0,1
22-05-2025,Kerala,Kozhikode,673639,0,1
24-05-2025,Kerala,Kozhikode,673509,0,8
29-06-2025,Kerala,Kozhikode,673019,1,1
29-06-2025,Kerala,Kozhikode,673027,0,1
29-06-2025,Kerala,Kozhikode,673524,0,1
20-06-2025,Kerala,Kozhikode,673613,0,4
19-06-2025,Kerala,Kozhikode,673615,0,1
28-06-2025,Kerala,Kozhikode,673639,1,0
27-06-2025,Kerala,Kozhikode,673002,0,3
27-06-2025,Kerala,Kozhikode,673018,2,3
10-06-2025,Kerala,Kozhikode,673004,0,2
27-05-2025,Kerala,Kozhikode,673020,0,2
27-05-2025,Kerala,Kozhikode,673615,0,3
20-05-2025,Kerala,Kozhikode,673006,1,2
25-05-2025,Kerala,Kozhikode,673601,0,1
01-06-2025,Kerala,Kozhikode,673521,0,1
31-05-2025,Kerala,Kozhikode,673302,0,2
30-05-2025,Kerala,Kozhikode,673101,0,1
29-05-2025,Kerala,Kozhikode,673615,0,4
20-05-2025,Kerala,Kozhikode,673002,1,1
20-05-2025,Kerala,Kozhikode,673014,2,1
20-05-2025,Kerala,Kozhikode,673021,2,1
20-05-2025,Kerala,Kozhikode,673317,1,0
20-05-2025,Kerala,Kozhikode,673501,3,4
20-05-2025,Kerala,Kozhikode,673505,2,3
20-05-2025,Kerala,Kozhikode,673507,8,6
20-05-2025,Kerala,Kozhikode,673509,4,6
20-05-2025,Kerala,Kozhikode,673527,2,0
20-05-2025,Kerala,Kozhikode,673542,5,11
20-05-2025,Kerala,Kozhikode,673572,12,23
20-05-2025,Kerala,Kozhikode,673582,6,4
20-05-2025,Kerala,Kozhikode,673602,10,13
20-05-2025,Kerala,Kozhikode,673611,6,6
20-05-2025,Kerala,Kozhikode,673613,2,4
20-05-2025,Kerala,Kozhikode,673615,0,1
20-05-2025,Kerala,Kozhikode,673616,0,1
20-05-2025,Kerala,Kozhikode,673661,8,7
21-05-2025,Kerala,Kozhikode,673003,6,12
21-05-2025,Kerala,Kozhikode,673005,3,6
21-05-2025,Kerala,Kozhikode,673006,1,0
21-05-2025,Kerala,Kozhikode,673015,1,3
21-05-2025,Kerala,Kozhikode,673016,4,7
21-05-2025,Kerala,Kozhikode,673020,1,0
21-05-2025,Kerala,Kozhikode,673103,0,5
21-05-2025,Kerala,Kozhikode,673304,2,4
21-05-2025,Kerala,Kozhikode,673308,2,3
21-05-2025,Kerala,Kozhikode,673315,2,2
21-05-2025,Kerala,Kozhikode,673503,1,5
21-05-2025,Kerala,Kozhikode,673507,9,9
21-05-2025,Kerala,Kozhikode,673508,3,7
21-05-2025,Kerala,Kozhikode,673525,6,9
21-05-2025,Kerala,Kozhikode,673542,8,8
21-05-2025,Kerala,Kozhikode,673585,5,10
21-05-2025,Kerala,Kozhikode,673601,5,8
21-05-2025,Kerala,Kozhikode,673603,2,1
21-05-2025,Kerala,Kozhikode,673612,13,11
21-05-2025,Kerala,Kozhikode,673620,8,4
21-05-2025,Kerala,Kozhikode,673633,4,2
23-05-2025,Kerala,Kozhikode,673002,0,1
23-05-2025,Kerala,Kozhikode,673005,4,5
23-05-2025,Kerala,Kozhikode,673015,6,5
23-05-2025,Kerala,Kozhikode,673018,3,1
23-05-2025,Kerala,Kozhikode,673020,0,1
23-05-2025,Kerala,Kozhikode,673101,1,1
23-05-2025,Kerala,Kozhikode,673102,1,2
23-05-2025,Kerala,Kozhikode,673309,0,2
23-05-2025,Kerala,Kozhikode,673503,3,5
23-05-2025,Kerala,Kozhikode,673504,2,2
23-05-2025,Kerala,Kozhikode,673528,2,3
23-05-2025,Kerala,Kozhikode,673574,5,12
23-05-2025,Kerala,Kozhikode,673582,4,4
24-05-2025,Kerala,Kozhikode,673016,2,7
24-05-2025,Kerala,Kozhikode,673102,2,2
24-05-2025,Kerala,Kozhikode,673304,0,2
24-05-2025,Kerala,Kozhikode,673505,0,1
24-05-2025,Kerala,Kozhikode,673525,2,5
24-05-2025,Kerala,Kozhikode,673585,5,2
24-05-2025,Kerala,Kozhikode,673601,0,2
24-05-2025,Kerala,Kozhikode,673612,5,11
24-05-2025,Kerala,Kozhikode,673661,7,9
26-05-2025,Kerala,Kozhikode,673011,1,2
26-05-2025,Kerala,Kozhikode,673017,3,0
26-05-2025,Kerala,Kozhikode,673102,1,2
26-05-2025,Kerala,Kozhikode,673305,0,1
26-05-2025,Kerala,Kozhikode,673307,4,3
26-05-2025,Kerala,Kozhikode,673501,1,0
26-05-2025,Kerala,Kozhikode,673509,3,3
26-05-2025,Kerala,Kozhikode,673517,2,1
26-05-2025,Kerala,Kozhikode,673528,2,1
26-05-2025,Kerala,Kozhikode,673529,4,6
26-05-2025,Kerala,Kozhikode,673542,2,4
26-05-2025,Kerala,Kozhikode,673573,4,11
26-05-2025,Kerala,Kozhikode,673580,1,4
26-05-2025,Kerala,Kozhikode,673585,2,6
26-05-2025,Kerala,Kozhikode,673586,6,11
26-05-2025,Kerala,Kozhikode,673602,1,9
26-05-2025,Kerala,Kozhikode,673604,7,2
26-05-2025,Kerala,Kozhikode,673611,3,3
26-05-2025,Kerala,Kozhikode,673620,8,5
26-05-2025,Kerala,Kozhikode,673633,2,6
26-05-2025,Kerala,Kozhikode,673655,3,3
26-05-2025,Kerala,Kozhikode,673661,8,6
27-05-2025,Kerala,Kozhikode,673016,3,2
27-05-2025,Kerala,Kozhikode,673027,0,4
27-05-2025,Kerala,Kozhikode,673102,3,2
27-05-2025,Kerala,Kozhikode,673301,4,3
27-05-2025,Kerala,Kozhikode,673303,7,6
27-05-2025,Kerala,Kozhikode,673308,3,4
27-05-2025,Kerala,Kozhikode,673503,1,0
27-05-2025,Kerala,Kozhikode,673504,2,2
27-05-2025,Kerala,Kozhikode,673506,8,4
27-05-2025,Kerala,Kozhikode,673508,1,5
27-05-2025,Kerala,Kozhikode,673541,3,1
27-05-2025,Kerala,Kozhikode,673573,9,9
27-05-2025,Kerala,Kozhikode,673574,8,9
27-05-2025,Kerala,Kozhikode,673602,14,9
27-05-2025,Kerala,Kozhikode,673613,8,4
27-05-2025,Kerala,Kozhikode,673633,3,3
27-05-2025,Kerala,Kozhikode,673661,9,8
29-05-2025,Kerala,Kozhikode,673005,6,3
29-05-2025,Kerala,Kozhikode,673010,4,7
29-05-2025,Kerala,Kozhikode,673019,11,17
29-05-2025,Kerala,Kozhikode,673027,5,12
29-05-2025,Kerala,Kozhikode,673028,6,3
29-05-2025,Kerala,Kozhikode,673103,9,9
29-05-2025,Kerala,Kozhikode,673104,5,10
29-05-2025,Kerala,Kozhikode,673302,2,6
29-05-2025,Kerala,Kozhikode,673305,3,3
29-05-2025,Kerala,Kozhikode,673524,8,5
29-05-2025,Kerala,Kozhikode,673525,7,11
29-05-2025,Kerala,Kozhikode,673602,7,15
29-05-2025,Kerala,Kozhikode,673616,7,4
29-05-2025,Kerala,Kozhikode,673661,12,11
03-06-2025,Kerala,Kozhikode,673001,0,4
03-06-2025,Kerala,Kozhikode,673005,2,3
03-06-2025,Kerala,Kozhikode,673006,0,2
03-06-2025,Kerala,Kozhikode,673010,4,4
03-06-2025,Kerala,Kozhikode,673011,1,1
03-06-2025,Kerala,Kozhikode,673014,0,5
03-06-2025,Kerala,Kozhikode,673027,3,5
03-06-2025,Kerala,Kozhikode,673028,5,2
03-06-2025,Kerala,Kozhikode,673302,1,1
03-06-2025,Kerala,Kozhikode,673304,5,4
03-06-2025,Kerala,Kozhikode,673306,1,5
03-06-2025,Kerala,Kozhikode,673315,2,11
03-06-2025,Kerala,Kozhikode,673502,1,2
03-06-2025,Kerala,Kozhikode,673508,7,12
03-06-2025,Kerala,Kozhikode,673509,0,3
03-06-2025,Kerala,Kozhikode,673513,2,4
03-06-2025,Kerala,Kozhikode,673517,2,3
03-06-2025,Kerala,Kozhikode,673524,10,9
03-06-2025,Kerala,Kozhikode,673541,6,12
03-06-2025,Kerala,Kozhikode,673574,7,18
03-06-2025,Kerala,Kozhikode,673585,6,4
03-06-2025,Kerala,Kozhikode,673614,8,5
03-06-2025,Kerala,Kozhikode,673620,8,11
03-06-2025,Kerala,Kozhikode,673631,8,12
03-06-2025,Kerala,Kozhikode,673632,4,3
30-05-2025,Kerala,Kozhikode,673003,9,6
30-05-2025,Kerala,Kozhikode,673010,2,0
30-05-2025,Kerala,Kozhikode,673018,0,2
30-05-2025,Kerala,Kozhikode,673303,4,3
30-05-2025,Kerala,Kozhikode,673323,1,1
30-05-2025,Kerala,Kozhikode,673504,3,2
30-05-2025,Kerala,Kozhikode,673507,8,7
30-05-2025,Kerala,Kozhikode,673509,2,2
30-05-2025,Kerala,Kozhikode,673524,4,7
30-05-2025,Kerala,Kozhikode,673526,0,1
30-05-2025,Kerala,Kozhikode,673529,5,3
30-05-2025,Kerala,Kozhikode,673571,6,12
30-05-2025,Kerala,Kozhikode,673572,8,11
30-05-2025,Kerala,Kozhikode,673611,10,2
30-05-2025,Kerala,Kozhikode,673612,5,9
30-05-2025,Kerala,Kozhikode,673615,1,0
30-05-2025,Kerala,Kozhikode,673616,6,4
30-05-2025,Kerala,Kozhikode,673632,1,2
30-05-2025,Kerala,Kozhikode,673633,1,3
31-05-2025,Kerala,Kozhikode,673016,3,5
31-05-2025,Kerala,Kozhikode,673020,3,2
31-05-2025,Kerala,Kozhikode,673021,3,1
31-05-2025,Kerala,Kozhikode,673103,2,2
31-05-2025,Kerala,Kozhikode,673106,5,2
31-05-2025,Kerala,Kozhikode,673308,5,4
31-05-2025,Kerala,Kozhikode,673317,3,3
31-05-2025,Kerala,Kozhikode,673323,1,0
31-05-2025,Kerala,Kozhikode,673501,1,3
31-05-2025,Kerala,Kozhikode,673522,2,1
31-05-2025,Kerala,Kozhikode,673523,0,6
31-05-2025,Kerala,Kozhikode,673525,6,7
31-05-2025,Kerala,Kozhikode,673586,7,10
31-05-2025,Kerala,Kozhikode,673602,18,15
31-05-2025,Kerala,Kozhikode,673603,8,6
31-05-2025,Kerala,Kozhikode,673612,9,14
31-05-2025,Kerala,Kozhikode,673613,5,1
04-06-2025,Kerala,Kozhikode,673105,4,3
04-06-2025,Kerala,Kozhikode,673302,1,0
04-06-2025,Kerala,Kozhikode,673317,2,0
04-06-2025,Kerala,Kozhikode,673503,2,0
04-06-2025,Kerala,Kozhikode,673504,0,1
04-06-2025,Kerala,Kozhikode,673507,3,7
04-06-2025,Kerala,Kozhikode,673513,1,0
04-06-2025,Kerala,Kozhikode,673521,1,1
04-06-2025,Kerala,Kozhikode,673529,0,2
04-06-2025,Kerala,Kozhikode,673571,13,5
04-06-2025,Kerala,Kozhikode,673574,3,8
04-06-2025,Kerala,Kozhikode,673586,2,3
04-06-2025,Kerala,Kozhikode,673611,5,4
04-06-2025,Kerala,Kozhikode,673612,5,16
04-06-2025,Kerala,Kozhikode,673616,3,6
05-06-2025,Kerala,Kozhikode,673003,8,9
05-06-2025,Kerala,Kozhikode,673007,5,7
05-06-2025,Kerala,Kozhikode,673009,0,3
05-06-2025,Kerala,Kozhikode,673012,1,5
05-06-2025,Kerala,Kozhikode,673306,1,9
05-06-2025,Kerala,Kozhikode,673307,5,8
05-06-2025,Kerala,Kozhikode,673328,0,3
05-06-2025,Kerala,Kozhikode,673502,3,2
05-06-2025,Kerala,Kozhikode,673504,3,3
05-06-2025,Kerala,Kozhikode,673507,2,11
05-06-2025,Kerala,Kozhikode,673526,0,6
05-06-2025,Kerala,Kozhikode,673529,6,5
05-06-2025,Kerala,Kozhikode,673541,8,9
05-06-2025,Kerala,Kozhikode,673570,1,0
05-06-2025,Kerala,Kozhikode,673571,7,17
05-06-2025,Kerala,Kozhikode,673573,5,7
05-06-2025,Kerala,Kozhikode,673574,11,8
05-06-2025,Kerala,Kozhikode,673580,1,1
05-06-2025,Kerala,Kozhikode,673632,1,3
10-06-2025,Kerala,Kozhikode,673010,3,4
10-06-2025,Kerala,Kozhikode,673017,0,3
10-06-2025,Kerala,Kozhikode,673019,8,20
10-06-2025,Kerala,Kozhikode,673028,4,10
10-06-2025,Kerala,Kozhikode,673029,1,4
10-06-2025,Kerala,Kozhikode,673105,0,7
10-06-2025,Kerala,Kozhikode,673106,2,6
10-06-2025,Kerala,Kozhikode,673503,2,4
10-06-2025,Kerala,Kozhikode,673505,2,1
10-06-2025,Kerala,Kozhikode,673524,6,11
10-06-2025,Kerala,Kozhikode,673572,7,17
10-06-2025,Kerala,Kozhikode,673582,12,6
10-06-2025,Kerala,Kozhikode,673611,5,12
10-06-2025,Kerala,Kozhikode,673614,6,8
10-06-2025,Kerala,Kozhikode,673639,0,1
09-06-2025,Kerala,Kozhikode,673005,3,3
09-06-2025,Kerala,Kozhikode,673007,4,5
09-06-2025,Kerala,Kozhikode,673010,4,8
09-06-2025,Kerala,Kozhikode,673015,5,5
09-06-2025,Kerala,Kozhikode,673028,1,4
09-06-2025,Kerala,Kozhikode,673101,0,1
09-06-2025,Kerala,Kozhikode,673301,3,7
09-06-2025,Kerala,Kozhikode,673317,2,2
09-06-2025,Kerala,Kozhikode,673503,0,5
09-06-2025,Kerala,Kozhikode,673508,1,11
09-06-2025,Kerala,Kozhikode,673509,1,3
09-06-2025,Kerala,Kozhikode,673521,5,3
09-06-2025,Kerala,Kozhikode,673526,1,0
09-06-2025,Kerala,Kozhikode,673572,8,25
09-06-2025,Kerala,Kozhikode,673574,6,16
09-06-2025,Kerala,Kozhikode,673585,4,8
09-06-2025,Kerala,Kozhikode,673620,5,7
09-06-2025,Kerala,Kozhikode,673639,0,1
22-05-2025,Kerala,Kozhikode,673012,3,4
22-05-2025,Kerala,Kozhikode,673103,6,4
22-05-2025,Kerala,Kozhikode,673105,2,4
22-05-2025,Kerala,Kozhikode,673106,2,9
22-05-2025,Kerala,Kozhikode,673301,5,8
22-05-2025,Kerala,Kozhikode,673504,0,5
22-05-2025,Kerala,Kozhikode,673571,10,15
22-05-2025,Kerala,Kozhikode,673603,1,5
22-05-2025,Kerala,Kozhikode,673611,5,6
22-05-2025,Kerala,Kozhikode,673615,0,1
22-05-2025,Kerala,Kozhikode,673620,4,9
28-05-2025,Kerala,Kozhikode,673002,0,3
28-05-2025,Kerala,Kozhikode,673003,4,5
28-05-2025,Kerala,Kozhikode,673005,2,3
28-05-2025,Kerala,Kozhikode,673019,8,5
28-05-2025,Kerala,Kozhikode,673028,6,5
28-05-2025,Kerala,Kozhikode,673103,4,6
28-05-2025,Kerala,Kozhikode,673104,2,14
28-05-2025,Kerala,Kozhikode,673303,9,1
28-05-2025,Kerala,Kozhikode,673306,4,5
28-05-2025,Kerala,Kozhikode,673309,1,1
28-05-2025,Kerala,Kozhikode,673502,2,2
28-05-2025,Kerala,Kozhikode,673513,7,4
28-05-2025,Kerala,Kozhikode,673525,9,12
28-05-2025,Kerala,Kozhikode,673586,15,10
28-05-2025,Kerala,Kozhikode,673601,3,14
28-05-2025,Kerala,Kozhikode,673613,2,1
28-05-2025,Kerala,Kozhikode,673614,10,9
28-05-2025,Kerala,Kozhikode,673633,1,2
28-05-2025,Kerala,Kozhikode,673639,0,1
02-06-2025,Kerala,Kozhikode,673011,3,2
02-06-2025,Kerala,Kozhikode,673019,7,13
02-06-2025,Kerala,Kozhikode,673027,2,3
02-06-2025,Kerala,Kozhikode,673028,4,5
02-06-2025,Kerala,Kozhikode,673103,1,7
02-06-2025,Kerala,Kozhikode,673105,3,4
02-06-2025,Kerala,Kozhikode,673310,1,0
02-06-2025,Kerala,Kozhikode,673315,8,11
02-06-2025,Kerala,Kozhikode,673317,5,11
02-06-2025,Kerala,Kozhikode,673501,1,1
02-06-2025,Kerala,Kozhikode,673507,4,9
02-06-2025,Kerala,Kozhikode,673508,5,10
02-06-2025,Kerala,Kozhikode,673513,4,4
02-06-2025,Kerala,Kozhikode,673517,1,3
02-06-2025,Kerala,Kozhikode,673522,4,6
02-06-2025,Kerala,Kozhikode,673524,9,12
02-06-2025,Kerala,Kozhikode,673525,8,8
02-06-2025,Kerala,Kozhikode,673526,0,2
02-06-2025,Kerala,Kozhikode,673541,1,3
02-06-2025,Kerala,Kozhikode,673573,6,13
02-06-2025,Kerala,Kozhikode,673601,5,6
02-06-2025,Kerala,Kozhikode,673604,4,7
08-06-2025,Kerala,Kozhikode,673602,0,1
06-06-2025,Kerala,Kozhikode,673003,10,6
06-06-2025,Kerala,Kozhikode,673006,1,0
06-06-2025,Kerala,Kozhikode,673011,2,0
06-06-2025,Kerala,Kozhikode,673015,7,9
06-06-2025,Kerala,Kozhikode,673018,0,2
06-06-2025,Kerala,Kozhikode,673029,1,1
06-06-2025,Kerala,Kozhikode,673104,9,13
06-06-2025,Kerala,Kozhikode,673105,1,5
06-06-2025,Kerala,Kozhikode,673301,3,6
06-06-2025,Kerala,Kozhikode,673303,7,10
06-06-2025,Kerala,Kozhikode,673304,2,4
06-06-2025,Kerala,Kozhikode,673501,2,3
06-06-2025,Kerala,Kozhikode,673502,1,2
06-06-2025,Kerala,Kozhikode,673504,0,3
06-06-2025,Kerala,Kozhikode,673506,3,3
06-06-2025,Kerala,Kozhikode,673522,1,0
06-06-2025,Kerala,Kozhikode,673526,0,3
06-06-2025,Kerala,Kozhikode,673612,12,19
06-06-2025,Kerala,Kozhikode,673614,8,5
06-06-2025,Kerala,Kozhikode,673620,5,5
07-06-2025,Kerala,Kozhikode,673308,2,0
07-06-2025,Kerala,Kozhikode,673328,1,0
07-06-2025,Kerala,Kozhikode,673601,0,1
07-06-2025,Kerala,Kozhikode,673614,0,1
13-10-2025,Kerala,Kozhikode,673006,1,0
26-10-2025,Kerala,Kozhikode,673525,0,1
26-10-2025,Kerala,Kozhikode,673633,0,1
22-10-2025,Kerala,Kozhikode,673310,0,1
22-10-2025,Kerala,Kozhikode,673323,0,1
19-10-2025,Kerala,Kozhikode,673016,0,2
19-10-2025,Kerala,Kozhikode,673508,0,1
19-10-2025,Kerala,Kozhikode,673603,2,2
20-10-2025,Kerala,Kozhikode,673002,0,2
20-10-2025,Kerala,Kozhikode,673522,0,1
30-09-2025,Kerala,Kozhikode,673009,1,1
23-09-2025,Kerala,Kozhikode,673505,0,8
24-09-2025,Kerala,Kozhikode,673006,0,2
08-10-2025,Kerala,Kozhikode,673323,0,2
27-09-2025,Kerala,Kozhikode,673032,0,2
27-09-2025,Kerala,Kozhikode,673570,2,1
09-09-2025,Kerala,Kozhikode,673004,0,1
09-09-2025,Kerala,Kozhikode,673029,1,3
04-09-2025,Kerala,Kozhikode,673306,0,1
04-09-2025,Kerala,Kozhikode,673508,0,1
07-09-2025,Kerala,Kozhikode,673504,0,2
07-09-2025,Kerala,Kozhikode,673508,0,1
07-09-2025,Kerala,Kozhikode,673585,1,2
11-09-2025,Kerala,Kozhikode,673615,0,2
10-09-2025,Kerala,Kozhikode,673570,0,1
05-09-2025,Kerala,Kozhikode,673001,0,2
06-09-2025,Kerala,Kozhikode,673008,0,1
06-09-2025,Kerala,Kozhikode,673029,0,4
06-09-2025,Kerala,Kozhikode,673504,1,2
29-08-2025,Kerala,Kozhikode,673306,0,4
24-08-2025,Kerala,Kozhikode,673016,0,1
24-08-2025,Kerala,Kozhikode,673317,0,1
27-08-2025,Kerala,Kozhikode,673032,0,1
28-08-2025,Kerala,Kozhikode,673009,1,3
19-08-2025,Kerala,Kozhikode,673305,0,11
20-08-2025,Kerala,Kozhikode,673310,0,2
20-08-2025,Kerala,Kozhikode,673639,0,1
21-08-2025,Kerala,Kozhikode,673004,0,6
21-08-2025,Kerala,Kozhikode,673020,0,3
09-10-2025,Kerala,Kozhikode,673009,0,3
12-10-2025,Kerala,Kozhikode,673585,0,1
17-10-2025,Kerala,Kozhikode,673302,0,1
16-10-2025,Kerala,Kozhikode,673632,1,2
10-10-2025,Kerala,Kozhikode,673020,0,1
10-10-2025,Kerala,Kozhikode,673029,0,1
14-10-2025,Kerala,Kozhikode,673002,0,1
14-10-2025,Kerala,Kozhikode,673633,0,4
14-10-2025,Kerala,Kozhikode,673639,0,1
05-10-2025,Kerala,Kozhikode,673101,0,1
05-10-2025,Kerala,Kozhikode,673542,0,1
15-08-2025,Kerala,Kozhikode,673005,0,2
15-08-2025,Kerala,Kozhikode,673012,0,1
15-08-2025,Kerala,Kozhikode,673028,0,1
15-08-2025,Kerala,Kozhikode,673616,0,1
15-08-2025,Kerala,Kozhikode,673620,0,2
15-08-2025,Kerala,Kozhikode,673655,0,1
17-08-2025,Kerala,Kozhikode,673019,1,1
24-07-2025,Kerala,Kozhikode,673002,1,2
24-07-2025,Kerala,Kozhikode,673004,0,1
24-07-2025,Kerala,Kozhikode,673017,5,1
24-07-2025,Kerala,Kozhikode,673105,1,0
24-07-2025,Kerala,Kozhikode,673106,1,0
24-07-2025,Kerala,Kozhikode,673301,5,6
24-07-2025,Kerala,Kozhikode,673306,8,1
24-07-2025,Kerala,Kozhikode,673307,8,2
24-07-2025,Kerala,Kozhikode,673308,3,1
24-07-2025,Kerala,Kozhikode,673309,1,0
24-07-2025,Kerala,Kozhikode,673506,5,6
24-07-2025,Kerala,Kozhikode,673509,3,0
24-07-2025,Kerala,Kozhikode,673517,5,1
24-07-2025,Kerala,Kozhikode,673523,4,4
24-07-2025,Kerala,Kozhikode,673542,4,7
24-07-2025,Kerala,Kozhikode,673602,10,15
24-07-2025,Kerala,Kozhikode,673612,9,31
24-07-2025,Kerala,Kozhikode,673655,1,3
25-07-2025,Kerala,Kozhikode,673009,0,5
25-07-2025,Kerala,Kozhikode,673015,2,6
25-07-2025,Kerala,Kozhikode,673029,1,6
25-07-2025,Kerala,Kozhikode,673101,2,3
25-07-2025,Kerala,Kozhikode,673102,0,10
25-07-2025,Kerala,Kozhikode,673302,1,0
25-07-2025,Kerala,Kozhikode,673306,2,1
25-07-2025,Kerala,Kozhikode,673328,2,0
25-07-2025,Kerala,Kozhikode,673501,0,3
25-07-2025,Kerala,Kozhikode,673502,0,3
25-07-2025,Kerala,Kozhikode,673507,3,15
25-07-2025,Kerala,Kozhikode,673517,3,5
25-07-2025,Kerala,Kozhikode,673524,0,16
25-07-2025,Kerala,Kozhikode,673572,4,15
25-07-2025,Kerala,Kozhikode,673614,4,14
27-07-2025,Kerala,Kozhikode,673308,0,1
26-07-2025,Kerala,Kozhikode,673008,5,5
26-07-2025,Kerala,Kozhikode,673016,1,3
26-07-2025,Kerala,Kozhikode,673102,0,1
26-07-2025,Kerala,Kozhikode,673301,4,2
26-07-2025,Kerala,Kozhikode,673306,0,2
26-07-2025,Kerala,Kozhikode,673503,6,3
26-07-2025,Kerala,Kozhikode,673507,2,3
26-07-2025,Kerala,Kozhikode,673522,1,4
26-07-2025,Kerala,Kozhikode,673541,3,2
26-07-2025,Kerala,Kozhikode,673542,4,13
26-07-2025,Kerala,Kozhikode,673603,0,4
26-07-2025,Kerala,Kozhikode,673604,0,3
26-07-2025,Kerala,Kozhikode,673633,1,4
28-07-2025,Kerala,Kozhikode,673002,0,2
28-07-2025,Kerala,Kozhikode,673003,2,22
28-07-2025,Kerala,Kozhikode,673012,2,6
28-07-2025,Kerala,Kozhikode,673014,1,5
28-07-2025,Kerala,Kozhikode,673021,0,1
28-07-2025,Kerala,Kozhikode,673103,2,9
28-07-2025,Kerala,Kozhikode,673304,1,7
28-07-2025,Kerala,Kozhikode,673306,3,3
28-07-2025,Kerala,Kozhikode,673315,0,8
28-07-2025,Kerala,Kozhikode,673323,1,0
28-07-2025,Kerala,Kozhikode,673501,0,7
28-07-2025,Kerala,Kozhikode,673505,3,3
28-07-2025,Kerala,Kozhikode,673507,7,20
28-07-2025,Kerala,Kozhikode,673508,4,7
28-07-2025,Kerala,Kozhikode,673513,2,2
28-07-2025,Kerala,Kozhikode,673573,2,15
28-07-2025,Kerala,Kozhikode,673574,8,37
28-07-2025,Kerala,Kozhikode,673611,0,22
28-07-2025,Kerala,Kozhikode,673655,1,5
01-08-2025,Kerala,Kozhikode,673005,2,2
01-08-2025,Kerala,Kozhikode,673014,0,5
01-08-2025,Kerala,Kozhikode,673019,3,16
01-08-2025,Kerala,Kozhikode,673028,1,2
01-08-2025,Kerala,Kozhikode,673101,0,1
01-08-2025,Kerala,Kozhikode,673305,0,1
01-08-2025,Kerala,Kozhikode,673306,0,4
01-08-2025,Kerala,Kozhikode,673328,0,1
01-08-2025,Kerala,Kozhikode,673521,0,6
01-08-2025,Kerala,Kozhikode,673611,4,9
16-07-2025,Kerala,Kozhikode,673001,1,1
16-07-2025,Kerala,Kozhikode,673010,1,3
16-07-2025,Kerala,Kozhikode,673028,3,2
16-07-2025,Kerala,Kozhikode,673032,0,2
16-07-2025,Kerala,Kozhikode,673105,2,9
16-07-2025,Kerala,Kozhikode,673308,0,3
